street,sa2_code,sa2_name,installation_type,installations,kw_rating,kw_total
WALNUT DRIVE,301100,Motueka North,All,3 or less,1.9,
WHAREPAPA GROVE,301100,Motueka North,All,5,4.5,22.5
WILKIE STREET,301100,Motueka North,All,4,5.0,20.0
YORK STREET,301100,Motueka North,All,3 or less,4.0,
BENNETT STREET,301200,Motueka West,All,3 or less,10.0,
CHAMBERLAIN STREET,301200,Motueka West,All,3 or less,5.0,
COLLEGE STREET,301200,Motueka West,All,7,4.4,30.9
COPPINS PLACE,301200,Motueka West,All,3 or less,5.0,
GREEN LANE,301200,Motueka West,All,3 or less,6.0,
GREY STREET,301200,Motueka West,All,3 or less,4.6,
HAU ROAD,301200,Motueka West,All,3 or less,20.0,
HIGH STREET,301200,Motueka West,All,5,24.0,120.1
KEREI STREET,301200,Motueka West,All,7,4.5,31.7
KING EDWARD STREET,301200,Motueka West,All,4,6.0,24.1
KUINI PLACE,301200,Motueka West,All,3 or less,6.4,
MCGLASHEN STREET,301200,Motueka West,All,3 or less,6.0,
NAUMAI STREET,301200,Motueka West,All,3 or less,4.0,
PAH STREET,301200,Motueka West,All,3 or less,7.5,
PARETONA STREET,301200,Motueka West,All,3 or less,5.0,
QUEEN VICTORIA STREET,301200,Motueka West,All,10,94.2,942.0
RORE STREET,301200,Motueka West,All,3 or less,3.0,
TALBOT STREET,301200,Motueka West,All,3 or less,5.0,
THOMASON AVENUE,301200,Motueka West,All,3 or less,3.7,
WAKATU PLACE,301200,Motueka West,All,3 or less,5.0,
WHAKAREWA STREET,301200,Motueka West,All,3 or less,6.5,
WILDMAN ROAD,301200,Motueka West,All,3 or less,6.3,
